시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
관악초등학교,경기도,안양시,경기도 안양시 동안구 일동로 201(관양동),경기도 안양시 동안구 관양동 367-2,37.40664855,126.9681914,경기도 안양시청,031-8045-5328,2025-12-08,3830000,경기도 안양시
시립죽전어린이집,경기도,용인시,경기도 용인시 수지구 죽전로254번길 2,경기도 용인시 수지구 죽전동 1375-1,37.332247,127.128331,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
토월초등학교,경기도,용인시,경기도 용인시 수지구 수지로296번길 3,경기도 용인시 수지구 풍덕천동 698-1,37.324954,127.091798,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
풍덕초등학교,경기도,용인시,경기도 용인시 수지구 수지로 367,경기도 용인시 수지구 풍덕천동 664-1,37.329922,127.095588,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
수지초등학교,경기도,용인시,경기도 용인시 수지구 정평로13번길 30,경기도 용인시 수지구 풍덕천동 510,37.316709,127.085796,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
풍천초등학교,경기도,용인시,경기도 용인시 수지구 진산로66번길 20,경기도 용인시 수지구 풍덕천동 1172,37.316025,127.096026,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
신월초등학교,경기도,용인시,경기도 용인시 수지구 풍덕천로 86,경기도 용인시 수지구 풍덕천동 1097,37.320705,127.092994,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
정평초등학교,경기도,용인시,경기도 용인시 수지구 정평로 64,경기도 용인시 수지구 풍덕천동 1058,37.320738,127.088796,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
대현초등학교,경기도,용인시,경기도 용인시 수지구 용구대로2771번길 16,경기도 용인시 수지구 죽전동 869-1,37.333572,127.106958,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
죽전초등학교,경기도,용인시,경기도 용인시 수지구 용구대로2772번길 15,경기도 용인시 수지구 죽전동 513-1,37.333538,127.110427,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
신촌초등학교,경기도,용인시,경기도 용인시 수지구 죽전로27번길 14-19,경기도 용인시 수지구 죽전동 1299,37.322934,127.113848,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
대지초등학교,경기도,용인시,경기도 용인시 수지구 대지로51번길 6,경기도 용인시 수지구 죽전동 313-3,37.329787,127.115959,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
대덕초등학교,경기도,용인시,경기도 용인시 수지구 죽전로293번길 14,경기도 용인시 수지구 죽전동 1158,37.336502,127.125887,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
대청초등학교,경기도,용인시,경기도 용인시 수지구 죽전로 276,경기도 용인시 수지구 죽전동 1389,37.334032,127.128856,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
대일초등학교,경기도,용인시,경기도 용인시 수지구 푸른솔로 98,경기도 용인시 수지구 죽전동 1247,37.327682,127.118704,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
현암초등학교,경기도,용인시,경기도 용인시 수지구 대지로 146,경기도 용인시 수지구 죽전동 1229,37.329069,127.124725,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
신일초등학교,경기도,용인시,경기도 용인시 수지구 신봉2로48번길 28,경기도 용인시 수지구 신봉동 920,37.329074,127.077682,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
홍천초등학교,경기도,용인시,경기도 용인시 수지구 신봉2로14번길 49,경기도 용인시 수지구 신봉동 910,37.326681,127.079992,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
신리초등학교,경기도,용인시,경기도 용인시 수지구 신봉1로48번길 6,경기도 용인시 수지구 신봉동 882,37.322316,127.080562,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
신봉초등학교,경기도,용인시,경기도 용인시 수지구 신봉2로 115,경기도 용인시 수지구 신봉동 952,37.329647,127.068167,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
효자초등학교,경기도,용인시,경기도 용인시 수지구 성복1로 106-1,경기도 용인시 수지구 성복동 732,37.317147,127.067559,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
성서초등학교,경기도,용인시,경기도 용인시 수지구 성복2로 210,경기도 용인시 수지구 성복동 772,37.320242,127.065174,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
성복초등학교,경기도,용인시,경기도 용인시 수지구 성복2로78번길 52,경기도 용인시 수지구 신봉동 1-92,37.319343,127.078089,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
심곡초등학교,경기도,용인시,경기도 용인시 수지구 심곡로 59,경기도 용인시 수지구 상현동 871,37.308919,127.079083,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
소현초등학교,경기도,용인시,경기도 용인시 수지구 만현로133번길 78,경기도 용인시 수지구 상현동 854,37.301732,127.092515,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
솔개초등학교,경기도,용인시,경기도 용인시 수지구 상현로 79,경기도 용인시 수지구 상현동 841,37.305609,127.081969,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
서원초등학교,경기도,용인시,경기도 용인시 수지구 상현로 45,경기도 용인시 수지구 상현동 826,37.303487,127.078587,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
상현초등학교,경기도,용인시,경기도 용인시 수지구 만현로67번길 23,경기도 용인시 수지구 상현동 53-3,37.308798,127.089704,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
새빛초등학교,경기도,용인시,경기도 용인시 수지구 광교마을로 63,경기도 용인시 수지구 상현동 1126,37.298895,127.072687,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
매봉초등학교,경기도,용인시,경기도 용인시 수지구 수지로 75-1,경기도 용인시 수지구 상현동 1172,37.310045,127.073301,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
한빛초등학교,경기도,용인시,경기도 용인시 수지구 동천로153번길 23,경기도 용인시 수지구 동천동 933,37.334894,127.087757,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
손곡초등학교,경기도,용인시,경기도 용인시 수지구 손곡로 68,경기도 용인시 수지구 동천동 867,37.336683,127.095193,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
동천초등학교,경기도,용인시,경기도 용인시 수지구 고기로 71,경기도 용인시 수지구 동천동 154,37.344192,127.093888,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
고기초등학교,경기도,용인시,경기도 용인시 수지구 고기로 385,경기도 용인시 수지구 고기동 172-1,37.358774,127.066309,경기도 용인시 수지구,031-6193-8351,2025-12-03,4050000,경기도 용인시
초롱유치원,경기도,용인시,경기도 용인시 기흥구 덕영대로2077번길 73,경기도 용인시 기흥구 영덕동 128-4,37.266267,127.091485,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
한얼초등학교(병설),경기도,용인시,경기도 용인시 기흥구 기흥역로58번길 57,경기도 용인시 기흥구 구갈동 674,37.27085176,127.1222794,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
중일초등학교(병설),경기도,용인시,경기도 용인시 기흥구 동백죽전대로527번길 36,경기도 용인시 기흥구 중동 1098,37.28545559,127.1434392,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
샘말초등학교(병설),경기도,용인시,경기도 용인시 기흥구 흥덕중앙로105번길 9,경기도 용인시 기흥구 영덕동 962,37.27688295,127.0783317,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
서농초등학교(병설),경기도,용인시,경기도 용인시 기흥구 서천동로21번길 5,경기도 용인시 기흥구 서천동 794,37.23900955,127.0769767,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
흥덕초등학교(병설),경기도,용인시,경기도 용인시 기흥구 흥덕1로62번길 26,경기도 용인시 기흥구 영덕동 1011,37.27220957,127.0717098,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
공세초등학교(병설),경기도,용인시,경기도 용인시 기흥구 탑실로 86-10,경기도 용인시 기흥구 공세동 693,37.23896048,127.1166351,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
석현초등학교(병설),경기도,용인시,경기도 용인시 기흥구 흥덕3로 42,경기도 용인시 기흥구 영덕동 1070,37.27266952,127.0833751,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
청덕초등학교(병설),경기도,용인시,경기도 용인시 기흥구 구성1로 61,경기도 용인시 기흥구 청덕동507,37.29432053,127.1495534,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
나산초등학교(병설),경기도,용인시,경기도 용인시 기흥구 한보라1로43번길 8,경기도 용인시 기흥구 보라동 613,37.25038563,127.109341,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
한일초등학교(병설),경기도,용인시,경기도 용인시 기흥구 한보라1로 145,경기도 용인시 기흥구 공세동 680,37.24312551,127.1069572,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
초당초등학교(병설),경기도,용인시,경기도 용인시 기흥구 동백중앙로 78,경기도 용인시 기흥구 중동 1010,37.26317454,127.1610345,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
석성초등학교(병설),경기도,용인시,경기도 용인시 기흥구 동백2로 53,경기도 용인시 기흥구 중동 955,37.27011086,127.1584254,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
동백초등학교,경기도,용인시,경기도 용인시 기흥구 동백평촌로 69,경기도 용인시 기흥구 동백동 658,37.28030758,127.1565412,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
백현초등학교(병설),경기도,용인시,경기도 용인시 기흥구 동백8로 108,경기도 용인시 기흥구 동백동 600,37.28320357,127.1620765,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
동막초등학교(병설),경기도,용인시,경기도 용인시 기흥구 동백8로 39,경기도 용인시 기흥구 동백동 576,37.2859114,127.1554644,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
성지초등학교(병설),경기도,용인시,경기도 용인시 기흥구 강남서로 38,경기도 용인시 기흥구 구갈동 575,37.27472288,127.1285244,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
지곡초등학교(병설),경기도,용인시,경기도 용인시 기흥구 사은로 274-45,경기도 용인시 기흥구 지곡동 703,37.25196047,127.1383916,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
독정초등학교(병설),경기도,용인시,경기도 용인시 기흥구 보정로 100,경기도 용인시 기흥구 보정동 1256,37.31859968,127.1163094,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
신릉초등학교(병설),경기도,용인시,경기도 용인시 기흥구 새천년로 53,경기도 용인시 기흥구 신갈동 686,37.29000756,127.1149673,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
언동초등학교(병설),경기도,용인시,경기도 용인시 기흥구 언남로 55,경기도 용인시 기흥구 언남동 132-10,37.29504926,127.1318084,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
서천초등학교(병설),경기도,용인시,경기도 용인시 기흥구 서그내로62번길 6,경기도 용인시 기흥구 서천동 282,37.24301133,127.0719092,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
보정초등학교(병설),경기도,용인시,경기도 용인시 기흥구 신촌로73번길 28,경기도 용인시 기흥구 보정동1299,37.30876035,127.1109311,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
언남초등학교(병설),경기도,용인시,경기도 용인시 기흥구 기흥로116번길 87,경기도 용인시 기흥구 언남동 498,37.28986974,127.1202486,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
갈곡초등학교(병설),경기도,용인시,경기도 용인시 기흥구 강남동로 61,경기도 용인시 기흥구 구갈동 601,37.27121287,127.1338433,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
지석초등학교(병설),경기도,용인시,경기도 용인시 기흥구 어정로 62-25,경기도 용인시 기흥구 상하동 435-8,37.2697415,127.1389663,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
나곡초등학교(병설),경기도,용인시,경기도 용인시 기흥구 사은로126번길 26,경기도 용인시 기흥구 보라동 554,37.25352893,127.1192107,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
상하초등학교(병설),경기도,용인시,경기도 용인시 기흥구 중부대로788번길 27,경기도 용인시 기흥구 상하동 674,37.25688642,127.1408568,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
교동초등학교(병설),경기도,용인시,경기도 용인시 기흥구 마북로 124-10,경기도 용인시 기흥구 마북동 618,37.30021582,127.1223143,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
청곡초등학교(병설),경기도,용인시,경기도 용인시 기흥구 덕영대로2077번길 52,경기도 용인시 기흥구 영덕동 20,37.26701897,127.0932757,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
관당초등학교,충청남도,보령시,충청남도 보령시 웅천읍 무창포로 309,충청남도 보령시 웅천읍 죽청리 121-4,36.24624557,126.5579522,충청남도 보령시,041-930-3981,2025-12-12,4510000,충청남도 보령시
이현초등학교(병설),경기도,용인시,경기도 용인시 기흥구 이현로 83,경기도 용인시 기흥구 보정동 1164,37.30995185,127.0930724,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
마성초등학교(병설),경기도,용인시,경기도 용인시 기흥구 용구대로2360번길 29,경기도 용인시 기흥구 마북동 635,37.29730649,127.1130229,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
관곡초등학교(병설),경기도,용인시,경기도 용인시 기흥구 관곡로 61,경기도 용인시 기흥구 구갈동 363,37.28307237,127.1136796,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
상갈초등학교(병설),경기도,용인시,경기도 용인시 기흥구 금화로58번길 17,경기도 용인시 기흥구 상갈동 462,37.2640138,127.1111642,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
산양초등학교,경기도,용인시,경기도 용인시 기흥구 산양로 2,경기도 용인시 기흥구 신갈동162,37.28356441,127.1087422,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
구갈초등학교(병설),경기도,용인시,경기도 용인시 기흥구 구갈로 36,경기도 용인시 기흥구 구갈동 397,37.27754342,127.1120463,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
보라초등학교(병설),경기도,용인시,경기도 용인시 기흥구 금화로105번길 33,경기도 용인시 기흥구 상갈동 51-1,37.26370106,127.1072486,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
기흥초등학교(병설),경기도,용인시,경기도 용인시 기흥구 공세로82번길 5,경기도 용인시 기흥구 공세동 200-3,37.23244812,127.1098495,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
신갈초등학교(병설),경기도,용인시,경기도 용인시 기흥구 신갈로 76,경기도 용인시 기흥구 신갈동 56,37.27347099,127.106551,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
어정초등학교(병설),경기도,용인시,경기도 용인시 기흥구 어정로 155,경기도 용인시 기흥구 중동 614-3,37.27661668,127.147285,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
구성초등학교(병설),경기도,용인시,경기도 용인시 기흥구 구성로 51,경기도 용인시 기흥구 마북동 333,37.29544699,127.1149696,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
고진초등학교,경기도,용인시,경기도 용인시 처인구 고림로 165-1,경기도 용인시 처인구 고림동 1020,37.2479499,127.2188935,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
남곡초등학교,경기도,용인시,경기도 용인시 처인구 남사읍 한숲로 110,경기도 용인시 처인구 남사읍 완장리 953,37.1581104,127.1741574,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
함박초등학교,경기도,용인시,경기도 용인시 처인구 명지로40번길 46,경기도 용인시 처인구 역북동 737,37.2331591,127.1836929,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
둔전제일초등학교,경기도,용인시,경기도 용인시 처인구 포곡읍 포곡로141번길 28,경기도 용인시 처인구 포곡읍 둔전리 448,37.2731822,127.2188649,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
삼가초등학교,경기도,용인시,경기도 용인시 처인구 중부대로1158번길 45,경기도 용인시 처인구 삼가동 555,37.2374399,127.1700424,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
용인성산초등학교,경기도,용인시,경기도 용인시 처인구 백옥대로1362번길 41,경기도 용인시 처인구 유방동 317-2,37.2590777,127.2162905,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
이동초등학교,경기도,용인시,경기도 용인시 처인구 이동읍 백옥대로587번길 22,경기도 용인시 처인구 이동읍 천리 1131,37.1902203,127.2042813,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
둔전초등학교,경기도,용인시,경기도 용인시 처인구 포곡읍 포곡로118번길 61,경기도 용인시 처인구 포곡읍 둔전리 108-10,37.2682462,127.2246237,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
고림초등학교,경기도,용인시,경기도 용인시 처인구 한터로152번길 22,경기도 용인시 처인구 고림동 340-2,37.2473803,127.2278934,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
역북초등학교,경기도,용인시,경기도 용인시 처인구 명지로 15-30,경기도 용인시 처인구 김량장동 508-1,37.2351044,127.1920107,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
한터초등학교,경기도,용인시,경기도 용인시 처인구 양지면 한터로571번길 4,경기도 용인시 처인구 양지면 대대리 577,37.2616829,127.2687782,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
양지초등학교,경기도,용인시,경기도 용인시 처인구 양지면 교동로 30,경기도 용인시 처인구 양지면 양지리 350,37.2364467,127.2843304,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
장평초등학교,경기도,용인시,경기도 용인시 처인구 백암면 한택로 446,경기도 용인시 처인구 백암면 장평리 658,37.1189216,127.3775833,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
백봉초등학교,경기도,용인시,경기도 용인시 처인구 백암면 죽양대로748번길 12,경기도 용인시 처인구 백암면 백봉리 192,37.1373152,127.3994118,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
백암초등학교,경기도,용인시,경기도 용인시 처인구 백암면 백원로 501,경기도 용인시 처인구 백암면 근창리 105,37.1634034,127.3679565,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
좌항초등학교,경기도,용인시,경기도 용인시 처인구 원삼면 원양로 603,경기도 용인시 처인구 원삼면 좌항리 126-4,37.2017421,127.3204415,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
용천초등학교,경기도,용인시,경기도 용인시 처인구 이동읍 백옥대로 612,경기도 용인시 처인구 이동읍 천리 242-2,37.1916866,127.2080909,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
송전초등학교,경기도,용인시,경기도 용인시 처인구 이동읍 경기동로687번길 14,경기도 용인시 처인구 이동읍 송전리 705-2,37.1408411,127.1976622,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
남촌초등학교,경기도,용인시,경기도 용인시 처인구 남사읍 천덕산로 330,경기도 용인시 처인구 남사읍 진목리 141-5,37.1016581,127.138326,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
능원초등학교,경기도,용인시,경기도 용인시 처인구 모현읍 충렬로8번길 29,경기도 용인시 처인구 모현읍 능원리 57,37.3424285,127.1746462,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
마북초등학교(병설),경기도,용인시,경기도 용인시 기흥구 연원로 31,경기도 용인시 기흥구 마북동 550-13,37.3025456,127.1102238,경기도 용인시 기흥구,031-6193-6352,2025-12-03,4050000,경기도 용인시
왕산초등학교,경기도,용인시,경기도 용인시 처인구 모현읍 백옥대로2366번길 7-8,경기도 용인시 처인구 모현읍 왕산리 808-2,37.3352231,127.2504095,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
모현초등학교,경기도,용인시,경기도 용인시 처인구 모현읍 문현로 179,경기도 용인시 처인구 모현읍 매산리 224-1,37.3434936,127.2282889,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
포곡초등학교,경기도,용인시,경기도 용인시 처인구 포곡읍 부곡로 24,경기도 용인시 처인구 포곡읍 전대리 167-1,37.2823536,127.2191699,경기도 용인시 처인구,031-6193-5395,2025-12-03,4050000,경기도 용인시
동부초등학교,경상북도,영주시,경상북도 영주시 남간로25번길 46,경상북도 영주시 휴천동 714,36.8212342257,128.6313969965,경상북도 영주시청,054-639-6844,2025-07-31,5090000,경상북도 영주시
풍기초등학교,경상북도,영주시,경상북도 영주시 풍기읍 기주로 110,경상북도 영주시 풍기읍 성내리 22-1,36.8713772804,128.5252185749,경상북도 영주시청,054-639-6844,2025-07-31,5090000,경상북도 영주시
가흥초등학교 정문,경상북도,영주시,경상북도 영주시 대동로70번길 8-9,경상북도 영주시 가흥동 1857,36.81376039,128.6093889,경상북도 영주시청,054-639-6844,2025-07-31,5090000,경상북도 영주시
남산초등학교 정문,경상북도,영주시,경상북도 영주시 구성로 257,경상북도 영주시 휴천동 680,36.81554925,128.6267736,경상북도 영주시청,054-639-6844,2025-07-31,5090000,경상북도 영주시
서부초등학교 정문,경상북도,영주시,경상북도 영주시 신재로 12,경상북도 영주시 가흥동 507-6,36.83203058,128.6122151,경상북도 영주시청,054-639-6844,2025-07-31,5090000,경상북도 영주시
남부초등학교 정문,경상북도,영주시,경상북도 영주시 대학로71번길 19,경상북도 영주시 휴천동 642-180,36.80785633,128.6176691,경상북도 영주시청,054-639-6844,2025-07-31,5090000,경상북도 영주시
영주초등학교 정문,경상북도,영주시,경상북도 영주시 광복로 55,경상북도 영주시 영주동 26,36.82877622,128.6253863,경상북도 영주시청,054-639-6844,2025-07-31,5090000,경상북도 영주시
묵현초교(서울탁주),서울특별시,중랑구,서울특별시 중랑구 동일로157길 53,서울특별시 중랑구 묵동 243-134,37.6094577768,127.0746342311,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
묵현초교 정문 반대쪽,서울특별시,중랑구,서울특별시 중랑구 중랑천로 286,서울특별시 중랑구 묵동 385,37.6106954689,127.0734913,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
묵현초교 정문,서울특별시,중랑구,서울특별시 중랑구 동일로157길 75,서울특별시 중랑구 묵동 242-55,37.609080405,127.0736904436,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
면일초교 정문,서울특별시,중랑구,서울특별시 중랑구 용마산로100길 13,서울특별시 중랑구 망우동 440,37.5920415995,127.0997947123,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
면목초교 정문,서울특별시,중랑구,서울특별시 중랑구 면목로 434,서울특별시 중랑구 면목동 221,37.59064554,127.0872878229,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
중흥초교 정문,서울특별시,중랑구,서울특별시 중랑구 봉화산로 82,서울특별시 중랑구 중화동 119,37.60166956,127.0841427,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
중화초교 북서쪽,서울특별시,중랑구,서울특별시 중랑구 신내로7가길 22,서울특별시 중랑구 신내동 531,37.60291743,127.0940709,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
중화초교 남서쪽(분수대),서울특별시,중랑구,서울특별시 중랑구 신내로7가길 22,서울특별시 중랑구 신내동 531,37.60291743,127.0940709,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
중랑초교 후문(봉우재로),서울특별시,중랑구,서울특별시 중랑구 봉우재로6길 26,서울특별시 중랑구 면목동 192-1,37.58966346,127.0755028,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
원묵초교 정문,서울특별시,중랑구,서울특별시 중랑구 숙선옹주로 109,서울특별시 중랑구 묵동 11,37.6177468,127.0868116,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
신현초교 북서쪽,서울특별시,중랑구,서울특별시 중랑구 봉화산로 188,서울특별시 중랑구 신내동 663,37.60582354,127.0935147,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
신내초교 남서쪽,서울특별시,중랑구,서울특별시 중랑구 용마산로125나길 22,서울특별시 중랑구 신내동 444,37.60493699,127.1001283,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
신내초교 남동쪽,서울특별시,중랑구,서울특별시 중랑구 용마산로125나길 22,서울특별시 중랑구 신내동 444,37.60493699,127.1001283,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
봉화초교 정문 반대쪽,서울특별시,중랑구,서울특별시 중랑구 신내로19길 42,서울특별시 중랑구 신내동 650,37.61410311,127.0910358,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
망우초교 남서측 교문,서울특별시,중랑구,서울특별시 중랑구 망우로72길 49,서울특별시 중랑구 망우동 153-1,37.59873895,127.103838,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
묵동초교(중랑중앞),서울특별시,중랑구,서울특별시 중랑구 동일로138길 27,서울특별시 중랑구 중화동 277-1,37.6033558,127.0808264,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
동원초교 정문,서울특별시,중랑구,서울특별시 중랑구 송림길 114,서울특별시 중랑구 망우동 216,37.60457824,127.1044913,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
중화초교 서쪽 삼거리,서울특별시,중랑구,서울특별시 중랑구 신내로7가길 22,서울특별시 중랑구 신내동 531,37.60291743,127.0940709,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
중랑초교 남동쪽 2,서울특별시,중랑구,서울특별시 중랑구 봉우재로6길 26,서울특별시 중랑구 면목동 192-1,37.58966346,127.0755028,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
중랑초교 남동쪽 1,서울특별시,중랑구,서울특별시 중랑구 봉우재로6길 26,서울특별시 중랑구 면목동 192-1,37.58966346,127.0755028,서울특별시 중랑구청,,2025-08-22,3060000,서울특별시 중랑구
